QuizID,QuestionID,Answer,FileID,OrderNumber,IsCorrect
51,2,Say explain thing.,31,1,False
51,3,Recognize believe recognize analysis.,14,4,False
51,3,Event physical factor trouble.,,3,False
51,3,Training in seven building hard.,,3,False
51,3,Mean single improve close.,,2,False
51,3,Media left available reason see.,,5,True
51,4,Nature drug wear cell.,,2,True
51,4,Success color adult beyond family.,94,1,False
51,4,Scientist collection provide action event key concern.,36,1,False
51,5,Hospital final appear above.,,2,True
51,5,Short up hear draw before instead.,69,5,False
51,5,Front court protect.,,5,False
51,5,When benefit structure professional right.,48,5,False
51,6,House into discussion black follow address pressure.,89,5,False
51,6,Home learn at.,59,1,True
51,6,Practice hard attack despite feeling.,,3,False
51,7,Forward play this fish.,48,5,False
51,7,Attack adult treatment large memory score me.,,4,False
51,7,Discussion pattern to.,25,5,False
51,7,Door investment during bag case.,5,2,True
51,7,Father charge daughter also type our watch.,,4,False
51,8,Drug much trade professor eat reach.,,3,False
51,8,Part high focus kind accept.,,1,False
51,8,Attorney court plant center daughter begin or.,,1,True
51,8,Door back right find return.,19,3,False
51,8,Interest paper field office whose.,11,4,False
51,9,Set standard soldier after high take.,,3,False
51,9,Organization check risk either less.,,5,True
51,9,Exist no lose four resource cultural trouble.,83,2,False
51,9,Actually may rise.,39,5,False
51,9,Identify indeed house score himself film would.,,2,False
51,10,Whatever side seem give remember play.,23,3,False
51,10,Recent prepare unit save drug alone.,97,3,False
51,10,Piece put recently population end lay.,,3,False
51,10,Effect own weight success.,,2,False
51,10,Bring begin represent.,16,2,True
51,11,Only safe sell under thank body.,76,2,False
51,11,Since general central see us huge final.,45,1,False
51,11,Staff ability attorney recent.,64,5,False
51,11,Indicate explain issue computer control care main.,,2,False
51,11,Way late sport control arrive consumer service.,,4,True
56,1,Garden one long pull.,34,4,False
56,1,Act entire western program.,96,2,True
56,1,Best mission account.,56,5,False
56,2,Arm green form beyond lead recognize rise thousand.,,1,False
56,2,Agent but most week.,,4,True
56,2,Happy peace probably little including.,57,4,False
56,3,Do machine school soldier give voice.,,5,True
56,3,Would tax toward safe family crime century.,37,4,False
56,3,Then size respond all marriage beautiful strategy.,,3,False
56,3,Would level to western lot music during.,54,3,False
56,4,Detail election live today but.,23,5,False
56,4,Two plant man somebody.,,4,False
56,4,The use short over popular help.,,1,True
56,5,Seat break happy table west.,,1,False
56,5,Say financial operation couple hold interest side.,,2,True
56,5,Mind own develop house.,14,4,False
56,5,System firm staff father despite quite challenge.,67,4,False
56,5,Certainly program soon reflect out.,,5,False
56,6,Wonder four still decision.,18,2,False
56,6,Red apply tend condition maintain.,,3,True
56,6,Federal spring treatment city again hot.,,3,False
56,6,Question wrong serious hospital month executive.,16,2,False
56,7,Leader clear case receive fact.,,5,False
56,7,Decide source crime prepare.,,2,False
56,7,Rise offer question write challenge wear.,,4,False
56,7,Quickly collection argue green listen war.,,1,True
56,8,However few other common seat.,6,2,False
56,8,Sing ten practice every.,83,3,False
56,8,Happen build bar majority protect meeting.,4,5,False
56,8,Only would look.,,1,False
56,8,Some Congress machine popular.,53,2,True
59,1,Major million once research so buy send.,58,5,False
59,1,Congress out conference never.,11,3,False
59,1,But can deal claim none surface.,,4,False
59,1,Be by fear.,,5,False
59,1,Commercial with probably eat animal watch toward.,,4,True
59,2,Production and already center.,89,2,False
59,2,Whatever own democratic grow campaign.,73,5,False
59,2,Instead near end power clear lay war put.,,5,False
59,2,Movie audience run yet.,,5,True
59,3,Ago page back by body nature.,,2,False
59,3,Forget become training sing.,,4,False
59,3,Than difficult act help.,90,3,False
59,3,Her bit understand compare rock.,15,1,False
59,3,Open southern believe give occur.,94,2,True
59,4,Necessary think I or else rather require.,1,2,False
59,4,Central nothing environment truth.,,1,False
59,4,Religious eat participant religious consumer worry.,,5,True
59,4,Maybe every into walk thing sport figure.,14,3,False
59,5,Offer be experience upon.,24,3,True
59,5,While interest meet.,,4,False
59,5,Look middle your thousand.,61,2,False
59,5,If pattern treat second.,,4,False
59,5,Reflect see each school week statement.,66,3,False
59,6,Here health both trial economic much short.,,1,False
59,6,Face low enter able.,,1,False
59,6,Notice design fight value poor stay along leg.,,5,True
59,6,Summer arm accept leave fear blue glass reveal.,,2,False
59,6,Great big man be method child.,,3,False
59,7,Movie especially writer prevent.,47,4,False
59,7,Class government its grow that cup.,67,3,True
59,7,Expect card inside former all.,47,1,False
59,8,Maybe type successful home body blue.,24,3,False
59,8,Call general add.,,3,True
59,8,Appear stop involve others account.,66,2,False
62,1,Listen situation billion room particularly.,,3,False
62,1,Yeah option play director car.,42,4,False
62,1,Event court certainly.,66,3,False
62,1,Pattern before anything.,,2,False
62,1,Modern record woman develop international article.,24,3,True
62,2,Experience exactly paper issue edge.,,2,True
62,2,Hair fight best add necessary technology former.,,1,False
62,2,Sea open painting draw every once.,26,5,False
62,2,Thought candidate sea build.,,3,False
62,2,Why this stage cover knowledge better walk people.,,5,False
62,3,Window thus large response treat attack industry.,,1,False
62,3,So cold ever whose face what article.,60,1,False
62,3,Scientist however range that will.,,1,True
62,3,Just meeting none hope.,,4,False
62,3,Even contain civil design recent these so lay.,,5,False
62,4,Politics eat statement.,96,4,False
62,4,Break possible plan win foot watch this.,89,4,False
62,4,Reveal impact particularly foot arm.,,3,True
62,5,Blood second high president thank plant nearly stage.,,3,True
62,5,Food daughter picture teach house.,89,3,False
62,5,Discussion risk happy total behavior consider continue.,,4,False
62,6,Could century interview lawyer population I right case.,,2,False
62,6,Owner help again.,,5,False
62,6,Shake popular analysis.,51,1,False
62,6,Show environment voice outside society.,38,5,True
62,7,Service throughout spring film look during myself.,70,2,False
62,7,Physical but stay bill father.,,1,True
62,7,Though indeed ability difference dinner history government.,88,5,False
62,7,Difficult these his this state.,,5,False
62,8,Type turn time page concern most.,,1,False
62,8,Consider interesting throw reach person expert then even.,,5,False
62,8,Product usually specific represent baby able value.,,2,False
62,8,Sing chair challenge land.,,1,False
62,8,Spring both into risk certain follow camera.,,3,True
62,9,Market move mouth start his ok instead.,96,2,False
62,9,Since specific despite beautiful gun data sure.,,5,False
62,9,Next whatever TV arrive glass support.,,5,True
64,1,Section bring receive central.,,3,False
64,1,Receive interesting approach.,78,5,False
64,1,Production available study that.,37,1,True
64,1,Chair center each.,,5,False
64,2,Like reveal know population actually.,,3,False
64,2,Choose thing allow seem.,,4,True
64,2,Civil how interest way lawyer represent election.,84,2,False
64,3,Painting baby realize local present if herself.,,2,False
64,3,Sound position crime.,17,1,False
64,3,Bit guy single friend.,18,4,True
64,3,Executive must assume others series.,10,2,False
64,4,Fire want across.,,5,False
64,4,Seem when matter fire hospital green.,,4,True
64,4,Reflect best imagine scientist.,23,4,False
64,4,Maybe simple age somebody.,,2,False
64,5,Year maybe yeah participant.,4,5,False
64,5,Us game size fund growth task issue.,,1,False
64,5,Dream young parent when note yes.,18,5,True
64,5,Source central that natural.,,5,False
64,5,Material lawyer college fast.,31,4,False
64,6,Without shake kind under vote will major.,60,4,False
64,6,Teacher husband tax true can happen.,,4,True
64,6,Weight health radio media enjoy then radio per.,,3,False
79,1,Now take development them.,,1,False
79,1,Give life movement stand.,73,1,False
79,1,Beat rule true two.,36,4,True
79,1,Current forget fish you main reduce.,64,1,False
79,1,Boy lawyer nation we certainly degree nothing.,,2,False
79,2,If fear Republican the modern.,77,2,False
79,2,Contain approach time investment white.,,3,False
79,2,Clearly glass industry little read.,,2,True
79,3,Pattern food worry voice sea say first character.,76,2,True
79,3,Value material first society purpose enjoy reveal.,,4,False
79,3,Wall tax plant police official already second.,,2,False
79,3,Information national coach help girl.,,1,False
79,4,Power lay improve goal my mission share.,,3,False
79,4,Unit learn health need.,48,4,False
79,4,Myself high suddenly read.,,2,False
79,4,Plant reduce visit town between because.,36,4,True
79,5,Me south property system deep since.,68,3,True
79,5,High crime light buy whose trial include.,,3,False
79,5,Account hear difference exist they enough.,,1,False
79,5,Pull above training allow ago so.,,4,False
79,5,Star outside friend where year drop wind.,66,3,False
79,6,Tough military join between song mean.,8,1,False
79,6,Officer hot several true study city follow behavior.,67,1,False
79,6,Join pick order.,,2,True
79,7,Play sing cost present develop create subject.,7,5,True
79,7,Side process ever various physical point.,90,1,False
79,7,Term book until but center energy Congress back.,48,5,False
79,8,Speak conference act condition note parent all.,,1,False
79,8,Year low pass national citizen score.,,4,False
79,8,Cover ahead age memory.,,2,True
79,8,Describe half together ahead.,,1,False
79,9,Present level speak job watch two economic.,,2,False
79,9,Reach thought exactly hotel on.,62,2,True
79,9,Find some west maintain third interest section staff.,82,4,False
79,10,Good air conference follow so group authority.,56,3,False
79,10,Head single business five action forget.,9,1,False
79,10,Nothing focus discussion at exist defense design.,,1,True
80,1,Instead buy commercial force him.,,3,False
80,1,Again adult situation office above left capital.,,4,False
80,1,Already mouth month front administration like.,,4,True
80,2,Successful visit bill difference.,49,4,False
80,2,Catch year technology.,,3,True
80,2,Difficult because right speech staff Mr.,,1,False
80,2,Various test employee.,,5,False
80,2,Book water avoid.,58,3,False
80,3,Pm property miss drive long majority.,,4,False
80,3,Focus room difficult enough fast.,,4,True
80,3,Good structure drug positive.,,2,False
80,3,Reason avoid manager defense provide.,24,1,False
80,4,Black candidate true history laugh per data.,,4,False
80,4,Could everyone clearly film thank possible.,4,3,False
80,4,Leave blue book admit.,,1,True
80,5,Kid have any.,9,1,False
80,5,Rule institution family idea order morning.,,1,True
80,5,Million body anyone eat book boy time.,31,2,False
80,5,Entire assume big difficult per respond hot.,80,1,False
80,6,Explain about continue traditional performance school system reach.,13,1,False
80,6,Fire attorney cost tonight.,8,2,False
80,6,While program into again.,,4,True
80,7,Standard note wrong.,,2,False
80,7,Moment cold chair behind fight.,42,1,True
80,7,Laugh same wrong either main hair.,,2,False
80,7,Still feeling free.,89,3,False
80,7,Simple tax total other both rate rock.,,2,False
80,8,Scientist wind grow season create western police.,62,1,False
80,8,Theory quickly tonight last when.,22,1,True
80,8,Company travel give former operation war everybody.,,4,False
80,8,American mind gas partner item.,18,3,False
80,9,Field explain son administration.,76,2,False
80,9,Design stay but.,80,3,False
80,9,Figure involve produce a edge go exist.,,1,True
80,10,Institution whom better end few financial.,,5,False
80,10,Job then source cause should economic indicate.,,2,False
80,10,Feeling beat note pick national.,24,1,True
80,11,Leave tree ago short because cell.,6,3,True
80,11,Skill oil health per tonight.,55,3,False
80,11,Apply suddenly call prove leg.,,1,False
80,12,School apply day century science manager difference.,,5,True
80,12,Feeling financial writer according.,30,4,False
80,12,Perhaps customer attack check they mind easy.,,2,False
80,13,Success national start race teacher.,30,4,False
80,13,But chair against center seat drive memory record.,,2,True
80,13,Live face property where manage.,,5,False
80,13,Hospital recently blue indicate interesting.,55,2,False
80,14,Know traditional great cause think learn across citizen.,58,2,False
80,14,Task me give relationship hospital artist pretty.,,2,False
80,14,Pretty none least teach cause size.,4,5,True
80,14,Type attention stuff low while.,,2,False
80,15,Discuss professor material quickly.,,2,False
80,15,Service wonder speak run door tonight.,81,5,True
80,15,Rock himself wind two.,11,4,False
80,15,Partner boy suggest authority.,75,4,False
84,1,Quickly different score its more so.,31,3,False
84,1,Old pick protect data.,75,2,False
84,1,Throw growth impact national.,,1,False
84,1,Future radio whatever rock.,,5,True
84,1,Many strategy now list goal peace next.,,5,False
84,2,Brother discover own former.,10,5,False
84,2,Start face stock hospital group.,,2,False
84,2,Why avoid offer table.,,3,False
84,2,Matter human arm recently book likely true enjoy.,2,4,True
84,3,Under professional there dog authority way.,58,4,False
84,3,Reflect she along wonder wear our partner ball.,,2,False
84,3,Long can rich bit market different go.,,1,False
84,3,Field sure will again area similar specific.,,3,False
84,3,Part here raise adult lot hit help.,,4,True
84,4,Gas truth draw begin act.,65,3,False
84,4,Section thousand soldier nothing yard address.,49,3,False
84,4,Spend baby camera Congress analysis.,46,3,True
84,4,Own three your can huge price.,71,2,False
84,4,Baby voice day relate.,,2,False
84,5,Me approach too relationship perform evidence data.,41,3,False
84,5,Success minute figure need.,,3,True
84,5,Head staff center within.,47,3,False
84,5,Practice law box material almost everyone.,,5,False
84,5,Feel whole arrive take himself affect.,,5,False
84,6,Senior from stock energy send describe agree rise.,58,1,True
84,6,Its into role save arm body hold return.,,2,False
84,6,Teach visit less occur nothing.,13,2,False
84,6,Employee whether level yeah draw traditional exactly.,89,2,False
84,7,Activity fill produce structure summer kitchen admit across.,,4,True
84,7,Whole lose such.,,3,False
84,7,Impact often bag today necessary.,,1,False
84,7,Key election skill employee.,8,1,False
84,7,Camera piece chair peace anyone boy although.,,4,False
84,8,Doctor board medical both back daughter now stop.,,4,False
84,8,Author interview executive agency parent growth.,39,2,False
84,8,Today hear wall family all happy.,61,3,False
84,8,Us treatment agent participant space.,18,3,False
84,8,Respond score situation require vote her old.,,2,True
84,9,Piece safe much building these sometimes parent.,20,2,False
84,9,Minute first crime offer treat forget sometimes.,40,5,False
84,9,Discuss fire win realize knowledge whatever.,,3,True
84,10,Each training purpose program painting somebody game.,,3,True
84,10,Bank inside work office.,,4,False
84,10,Thing cup conference law coach industry she represent.,,1,False
84,10,Sea call alone issue real wrong car.,,4,False
84,10,Truth toward great I news Republican budget.,,3,False
84,11,Serious record safe rich operation.,,4,False
84,11,Base time order have power here just.,72,4,False
84,11,Reveal evidence significant discussion manage answer military.,93,4,True
84,11,Oil such interview follow five condition century.,86,5,False
84,11,Issue everything they fire girl.,,1,False
84,12,Project cell deal stuff senior.,77,2,False
84,12,Out always three.,,2,True
84,12,Sometimes according strategy ago data walk number.,68,4,False
96,1,Why sound season develop.,85,3,False
96,1,Force medical everybody piece.,91,4,False
96,1,Public available reach throughout although beyond relate.,,3,True
96,1,Fish success produce there along play account.,,3,False
96,2,Executive cup then week tax see about.,93,4,True
96,2,Make particularly report although.,,3,False
96,2,Party piece doctor give most.,,4,False
96,2,There subject themselves property.,18,2,False
96,2,Someone hot ground loss benefit both thing.,,5,False
96,3,Similar low source major.,,3,True
96,3,Reach ahead environmental Democrat surface important.,71,4,False
96,3,Sign energy fish hot kind human treatment.,23,4,False
96,4,Way party form painting.,,5,False
96,4,Wear again here.,3,1,False
96,4,Treatment short need pressure million gun.,,3,True
96,4,World study how responsibility face.,83,3,False
96,5,May social amount executive.,,4,True
96,5,Discover significant easy.,,5,False
96,5,Seek spend help husband stand.,,3,False
96,6,Save society create paper.,33,2,False
96,6,Size interesting sea few learn.,40,4,False
96,6,Enough prevent likely fact.,,2,False
96,6,Develop image everything expect.,,3,False
96,6,Media him year road week several research.,,1,True
96,7,Debate walk order base.,98,2,True
96,7,Pattern list rich note discussion should.,69,3,False
96,7,In scientist strong already ready.,,3,False
96,7,Image accept real sense some nation fine present.,68,5,False
96,7,Leave lot never science run TV.,1,2,False
96,8,Maintain see natural human father itself family.,13,2,False
96,8,Mission past he practice center.,24,5,False
96,8,Rate sort weight he page line decision.,,4,True
96,8,Until result system career modern stop.,16,1,False
96,9,Really Mrs former article light.,56,5,False
96,9,At player third general.,90,3,False
96,9,Until ever star.,28,2,True
96,9,Once figure person idea effort must.,39,2,False
96,9,Back check room evidence enjoy.,10,4,False
96,10,Protect list collection situation writer before sound chair.,13,1,True
96,10,Little a back wide.,,1,False
96,10,Memory keep professor force.,8,3,False
96,10,Service drive hotel similar relationship great stuff.,100,1,False
96,11,Rate newspaper itself give agent.,95,3,True
96,11,Talk side generation interest pay then.,,2,False
96,11,Him condition section action kind.,12,5,False
96,12,Ever arm occur air responsibility.,92,1,False
96,12,Young place make list themselves seek space.,,3,True
96,12,Hard party require.,,1,False
96,12,That capital information suffer.,,4,False
96,13,Scene four public tonight today college worry reveal.,,1,True
96,13,Might wait idea study prove assume.,66,2,False
96,13,Challenge entire common and part read important.,,3,False
96,13,Find night brother.,41,4,False
96,14,Design hear ball.,,2,False
96,14,Film race wall ten section.,,4,False
96,14,Financial here expert everything.,60,3,True
96,14,Firm difficult could third computer far recently.,86,4,False
97,1,History Mrs decision reduce get specific someone debate.,18,4,True
97,1,Necessary sea especially message decision design end.,94,2,False
97,1,Military piece little level.,,2,False
97,1,Head help open almost red picture.,76,4,False
97,1,City little from.,54,4,False
97,2,Office itself human street education health full question.,,4,False
97,2,Always upon doctor various until.,98,4,False
97,2,Inside similar west husband.,32,4,False
97,2,Clearly coach feel.,80,2,True
97,3,Leave probably customer common.,22,4,False
97,3,Ball door data bed each.,38,5,True
97,3,Suffer hear local general likely rather recognize.,84,5,False
97,4,Others move get prove wife agree.,,5,False
97,4,Concern dog gun may ability out huge back.,,5,False
97,4,Catch could deep itself fund.,55,1,False
97,4,International expect hit start.,,3,True
97,5,Get run pretty identify.,71,3,True
97,5,Claim can medical.,,4,False
97,5,Activity president prove institution approach interesting score.,,4,False
97,6,Born condition interest service that bag.,,4,False
97,6,Front various opportunity.,50,3,False
97,6,Method pass the itself let.,,5,False
97,6,Business majority happen.,,3,False
97,6,Rather education front fast standard myself condition ground.,75,1,True
97,7,Eat base behind risk plan issue.,97,3,False
97,7,Generation leader pay try tough.,54,3,False
97,7,Notice American force although participant rich speech.,,3,False
97,7,High woman bad until.,31,2,False
97,7,Institution against wear either present.,88,1,True
